id,collector,location,timestamp,gender,age_group,occupation,venue_preference,price_influence,satisfaction,amenities_importance,service_quality,value_for_money,visit_frequency,annual_spending,recommendation_score
180,Surveyor B,Practice Course A,2023-10-26 12:59:00,Female,26-35 years old,Technical Professional,"Resort course,Practice course,Member club",1,3,3,1,3,Once a week,22839,4
181,Surveyor E,Practice Course A,2023-10-26 13:00:00,Female,18-25 years old,Technical Professional,"Member club,Practice course,Public course",1,5,5,3,2,Once a month,28681,3
182,Surveyor B,Public Golf Course D,2023-10-26 13:01:00,Male,65+ years old,Civil Servant,"Public course,Resort course",3,3,3,3,2,2-3 times per month,12035,4
183,Surveyor C,Resort Golf Course E,2023-10-26 13:02:00,Male,65+ years old,Teacher,"Practice course,Resort course",1,3,4,3,1,Once a week,38299,3
184,Surveyor D,Practice Course A,2023-10-26 13:03:00,Male,65+ years old,Civil Servant,"Member club,Practice course,Public course",2,5,2,4,2,Several times per year,40035,10
185,Surveyor C,Resort Golf Course E,2023-10-26 13:04:00,Male,18-25 years old,Sales Person,"Public course,Resort course",2,4,5,2,3,Several times per year,28583,6
186,Surveyor D,Practice Course A,2023-10-26 13:05:00,Male,46-55 years old,Doctor,"Public course,Resort course",4,5,4,5,5,Several times per year,27105,7
187,Surveyor E,Public Golf Course D,2023-10-26 13:06:00,Female,26-35 years old,Freelancer,"Public course,Practice course",5,3,1,1,1,2-3 times per month,21130,4
188,Surveyor D,Member Golf Club C,2023-10-26 13:07:00,Male,18-25 years old,Retiree,Resort course,1,4,4,2,5,Once a week,18736,3
189,Surveyor A,Resort Golf Course E,2023-10-26 13:08:00,Male,18-25 years old,Sales Person,"Practice course,Public course,Member club",1,1,3,3,3,Several times per year,47281,3
190,Surveyor B,Member Golf Club C,2023-10-26 13:09:00,Female,18-25 years old,Retiree,Member club,3,5,2,1,1,Once a quarter,18815,3
191,Surveyor B,Public Golf Course D,2023-10-26 13:10:00,Female,65+ years old,Technical Professional,Public course,2,5,2,5,4,2-3 times per month,29396,9
192,Surveyor A,Resort Golf Course E,2023-10-26 13:11:00,Male,26-35 years old,Sales Person,"Public course,Member club,Resort course",5,4,4,2,2,Once a week,29312,3
193,Surveyor C,Member Golf Club C,2023-10-26 13:12:00,Male,46-55 years old,Sales Person,"Member club,Practice course",4,1,1,2,3,Several times per year,17244,3
194,Surveyor A,Public Golf Course D,2023-10-26 13:13:00,Male,56-65 years old,Engineer,Resort course,2,1,3,4,1,Once a month,47668,8
195,Surveyor E,Practice Course B,2023-10-26 13:14:00,Female,65+ years old,Teacher,"Member club,Practice course,Resort course",4,4,4,2,5,Once a week,16718,4
196,Surveyor E,Resort Golf Course E,2023-10-26 13:15:00,Female,56-65 years old,Teacher,"Practice course,Public course",3,2,4,2,1,Once a quarter,21784,7
197,Surveyor B,Member Golf Club C,2023-10-26 13:16:00,Male,36-45 years old,Doctor,"Public course,Member club,Resort course",3,5,2,5,4,Several times per year,35683,3
198,Surveyor E,Public Golf Course D,2023-10-26 13:17:00,Male,36-45 years old,Civil Servant,"Practice course,Resort course,Public course",1,5,3,5,3,2-3 times per month,49590,8
199,Surveyor B,Practice Course B,2023-10-26 13:18:00,Male,18-25 years old,Sales Person,"Resort course,Practice course,Member club",5,3,1,1,1,2-3 times per month,48997,3
200,Surveyor A,Resort Golf Course E,2023-10-26 13:19:00,Female,65+ years old,Civil Servant,Public course,4,4,2,3,3,Once a quarter,36428,5
201,Surveyor A,Practice Course B,2023-10-26 13:20:00,Female,56-65 years old,Business Executive,"Public course,Member club",2,3,4,5,3,Once a quarter,41759,1
202,Surveyor A,Practice Course A,2023-10-26 13:21:00,Male,46-55 years old,Teacher,"Public course,Practice course,Member club",3,3,2,1,5,2-3 times per month,31490,5
203,Surveyor B,Resort Golf Course E,2023-10-26 13:22:00,Female,18-25 years old,Freelancer,Member club,1,1,2,2,2,Once a week,45701,6
204,Surveyor A,Public Golf Course D,2023-10-26 13:23:00,Male,65+ years old,Freelancer,"Resort course,Member club",1,5,5,1,4,2-3 times per month,46001,7
205,Surveyor A,Public Golf Course D,2023-10-26 13:24:00,Male,65+ years old,Engineer,Public course,4,3,2,1,1,Several times per year,21410,2
206,Surveyor C,Resort Golf Course E,2023-10-26 13:25:00,Male,26-35 years old,Civil Servant,"Public course,Practice course,Resort course",3,1,2,1,2,Once a quarter,40386,2
207,Surveyor A,Practice Course A,2023-10-26 13:26:00,Male,26-35 years old,Technical Professional,Member club,5,4,3,1,5,2-3 times per month,14362,9
208,Surveyor E,Resort Golf Course E,2023-10-26 13:27:00,Female,18-25 years old,Sales Person,"Public course,Member club,Resort course",3,3,2,5,2,Once a month,44407,10
209,Surveyor B,Member Golf Club C,2023-10-26 13:28:00,Female,46-55 years old,Lawyer,"Member club,Resort course,Public course",4,5,1,3,3,Once a week,29011,1
210,Surveyor C,Public Golf Course D,2023-10-26 13:29:00,Female,65+ years old,Business Executive,"Practice course,Member club,Resort course",4,3,4,1,3,Once a month,12042,2
211,Surveyor D,Practice Course B,2023-10-26 13:30:00,Male,46-55 years old,Freelancer,Practice course,3,4,3,4,4,Several times per year,30286,2
212,Surveyor B,Public Golf Course D,2023-10-26 13:31:00,Female,18-25 years old,Business Executive,"Resort course,Practice course,Public course",4,3,2,2,1,Once a month,16391,10
213,Surveyor E,Practice Course A,2023-10-26 13:32:00,Male,18-25 years old,Technical Professional,"Practice course,Member club,Resort course",3,5,1,2,1,Once a week,31999,7
214,Surveyor B,Resort Golf Course E,2023-10-26 13:33:00,Female,46-55 years old,Retiree,Public course,2,1,4,2,5,2-3 times per month,7018,6
215,Surveyor E,Public Golf Course D,2023-10-26 13:34:00,Female,46-55 years old,Engineer,Public course,3,5,3,2,4,Once a quarter,17952,9
216,Surveyor E,Member Golf Club C,2023-10-26 13:35:00,Female,46-55 years old,Teacher,"Practice course,Resort course,Public course",3,1,1,2,1,Once a month,21240,7
217,Surveyor D,Practice Course A,2023-10-26 13:36:00,Female,46-55 years old,Business Executive,"Member club,Practice course",4,2,2,1,3,Several times per year,26262,3
218,Surveyor B,Practice Course A,2023-10-26 13:37:00,Female,26-35 years old,Doctor,"Member club,Resort course",4,5,5,3,4,Once a week,24282,3
219,Surveyor D,Practice Course B,2023-10-26 13:38:00,Male,18-25 years old,Lawyer,"Public course,Practice course,Resort course",1,5,5,4,2,Several times per year,27459,1
220,Surveyor D,Public Golf Course D,2023-10-26 13:39:00,Male,56-65 years old,Teacher,Member club,1,4,3,5,4,2-3 times per month,39815,8
221,Surveyor B,Resort Golf Course E,2023-10-26 13:40:00,Male,18-25 years old,Business Executive,"Practice course,Public course",2,3,1,4,4,Once a quarter,22942,1
222,Surveyor A,Practice Course A,2023-10-26 13:41:00,Male,65+ years old,Engineer,Member club,1,1,4,5,1,Several times per year,6722,2
223,Surveyor A,Member Golf Club C,2023-10-26 13:42:00,Male,18-25 years old,Retiree,"Practice course,Resort course,Member club",3,1,1,5,5,Once a week,41820,7
224,Surveyor D,Member Golf Club C,2023-10-26 13:43:00,Female,36-45 years old,Teacher,"Public course,Resort course",4,4,5,4,5,Once a week,6651,1
225,Surveyor C,Resort Golf Course E,2023-10-26 13:44:00,Male,65+ years old,Lawyer,"Resort course,Practice course,Member club",1,4,3,1,1,Several times per year,26606,4
226,Surveyor D,Member Golf Club C,2023-10-26 13:45:00,Male,36-45 years old,Freelancer,Member club,1,3,2,2,1,Once a week,39546,9
227,Surveyor D,Practice Course B,2023-10-26 13:46:00,Female,65+ years old,Freelancer,"Member club,Resort course",2,3,1,1,1,Once a quarter,5683,8
228,Surveyor D,Resort Golf Course E,2023-10-26 13:47:00,Female,46-55 years old,Civil Servant,"Member club,Practice course",2,5,5,2,5,2-3 times per month,47239,8
229,Surveyor A,Member Golf Club C,2023-10-26 13:48:00,Male,26-35 years old,Doctor,"Public course,Member club",3,2,4,3,1,2-3 times per month,23394,3
230,Surveyor A,Practice Course B,2023-10-26 13:49:00,Male,36-45 years old,Retiree,"Member club,Practice course",4,3,3,5,2,Once a week,23966,5
231,Surveyor A,Member Golf Club C,2023-10-26 13:50:00,Female,18-25 years old,Teacher,"Practice course,Resort course",2,4,2,4,2,Several times per year,31469,4
232,Surveyor D,Public Golf Course D,2023-10-26 13:51:00,Female,65+ years old,Lawyer,Resort course,1,3,1,3,3,Once a quarter,13505,8
233,Surveyor C,Resort Golf Course E,2023-10-26 13:52:00,Female,36-45 years old,Teacher,"Practice course,Resort course",4,1,4,2,2,Once a week,45211,7
234,Surveyor A,Member Golf Club C,2023-10-26 13:53:00,Female,26-35 years old,Doctor,Member club,4,2,2,1,4,2-3 times per month,10492,7
235,Surveyor B,Member Golf Club C,2023-10-26 13:54:00,Male,26-35 years old,Business Executive,"Practice course,Resort course",1,5,5,4,3,Once a week,21827,10
236,Surveyor B,Practice Course B,2023-10-26 13:55:00,Male,65+ years old,Business Executive,"Member club,Public course,Resort course",2,1,5,5,2,Several times per year,32492,10
237,Surveyor B,Public Golf Course D,2023-10-26 13:56:00,Female,46-55 years old,Technical Professional,"Resort course,Member club,Public course",1,1,4,3,4,Several times per year,8266,7
238,Surveyor E,Public Golf Course D,2023-10-26 13:57:00,Male,18-25 years old,Freelancer,"Practice course,Member club,Resort course",4,2,5,5,2,Once a month,10909,1
239,Surveyor D,Practice Course B,2023-10-26 13:58:00,Male,65+ years old,Technical Professional,"Member club,Public course",5,5,3,2,4,Once a month,17869,7
240,Surveyor B,Public Golf Course D,2023-10-26 13:59:00,Female,18-25 years old,Engineer,Member club,5,4,4,5,1,2-3 times per month,44782,4
241,Surveyor D,Member Golf Club C,2023-10-26 14:00:00,Male,56-65 years old,Sales Person,"Public course,Member club",3,5,5,1,4,2-3 times per month,26863,3
242,Surveyor B,Member Golf Club C,2023-10-26 14:01:00,Female,46-55 years old,Sales Person,"Resort course,Practice course",1,3,1,3,1,Several times per year,49055,5
243,Surveyor C,Public Golf Course D,2023-10-26 14:02:00,Female,56-65 years old,Freelancer,"Resort course,Member club,Public course",1,1,5,3,4,Once a month,12819,2
244,Surveyor D,Member Golf Club C,2023-10-26 14:03:00,Male,65+ years old,Doctor,Practice course,3,3,3,1,4,Several times per year,34136,8
245,Surveyor B,Public Golf Course D,2023-10-26 14:04:00,Male,46-55 years old,Freelancer,"Practice course,Resort course,Member club",3,4,2,5,2,Once a quarter,19837,9
246,Surveyor A,Practice Course B,2023-10-26 14:05:00,Male,26-35 years old,Technical Professional,"Member club,Public course,Practice course",3,3,2,1,4,Once a week,15056,5
247,Surveyor D,Resort Golf Course E,2023-10-26 14:06:00,Male,65+ years old,Engineer,"Member club,Practice course",4,5,5,4,2,2-3 times per month,5715,3
248,Surveyor E,Practice Course B,2023-10-26 14:07:00,Male,65+ years old,Lawyer,"Resort course,Public course,Practice course",1,3,2,1,4,2-3 times per month,22275,10
249,Surveyor A,Resort Golf Course E,2023-10-26 14:08:00,Male,18-25 years old,Civil Servant,"Member club,Public course",4,4,5,5,5,2-3 times per month,25191,7
250,Surveyor A,Practice Course B,2023-10-26 14:09:00,Male,36-45 years old,Doctor,"Resort course,Member club",3,4,3,1,3,Once a week,21884,1
251,Surveyor E,Practice Course A,2023-10-26 14:10:00,Female,36-45 years old,Doctor,Resort course,1,4,2,2,2,Once a month,13894,10
252,Surveyor A,Member Golf Club C,2023-10-26 14:11:00,Female,18-25 years old,Doctor,"Resort course,Public course,Practice course",4,5,1,1,2,Several times per year,23717,3
253,Surveyor A,Practice Course B,2023-10-26 14:12:00,Male,56-65 years old,Lawyer,"Resort course,Practice course",4,4,5,1,1,Several times per year,23578,9
254,Surveyor B,Resort Golf Course E,2023-10-26 14:13:00,Male,36-45 years old,Doctor,"Member club,Practice course,Public course",3,1,2,5,5,Several times per year,28321,2
255,Surveyor B,Public Golf Course D,2023-10-26 14:14:00,Male,46-55 years old,Doctor,Practice course,1,4,3,4,1,Once a quarter,47969,9
256,Surveyor D,Public Golf Course D,2023-10-26 14:15:00,Male,46-55 years old,Engineer,"Resort course,Member club,Practice course",3,3,3,4,5,Once a month,29959,1
257,Surveyor D,Practice Course B,2023-10-26 14:16:00,Male,56-65 years old,Business Executive,"Resort course,Member club,Public course",1,3,1,5,5,Once a week,15515,4
258,Surveyor D,Practice Course B,2023-10-26 14:17:00,Male,26-35 years old,Freelancer,"Resort course,Public course",5,3,3,5,4,Once a quarter,14077,10
259,Surveyor B,Practice Course B,2023-10-26 14:18:00,Female,36-45 years old,Teacher,"Public course,Resort course",2,5,3,5,1,Once a month,26443,6
260,Surveyor D,Public Golf Course D,2023-10-26 14:19:00,Male,65+ years old,Freelancer,"Member club,Public course",2,3,2,2,3,Once a quarter,15443,7
261,Surveyor A,Practice Course A,2023-10-26 14:20:00,Male,36-45 years old,Lawyer,"Practice course,Resort course,Public course",2,5,5,3,5,Several times per year,42208,3
262,Surveyor B,Practice Course B,2023-10-26 14:21:00,Male,65+ years old,Technical Professional,Practice course,3,5,4,1,5,Once a week,6783,9
263,Surveyor D,Public Golf Course D,2023-10-26 14:22:00,Female,56-65 years old,Sales Person,Member club,5,4,3,5,2,2-3 times per month,18113,4
264,Surveyor A,Public Golf Course D,2023-10-26 14:23:00,Female,56-65 years old,Retiree,"Public course,Resort course,Practice course",1,1,3,5,4,2-3 times per month,10385,5
265,Surveyor D,Practice Course B,2023-10-26 14:24:00,Male,26-35 years old,Retiree,"Public course,Resort course",4,4,4,5,3,2-3 times per month,41885,8
266,Surveyor C,Resort Golf Course E,2023-10-26 14:25:00,Female,36-45 years old,Teacher,Public course,1,4,3,4,5,Once a week,11982,3
267,Surveyor D,Resort Golf Course E,2023-10-26 14:26:00,Male,65+ years old,Sales Person,"Practice course,Public course",4,5,2,5,2,Several times per year,40351,8
268,Surveyor C,Member Golf Club C,2023-10-26 14:27:00,Male,65+ years old,Freelancer,"Resort course,Member club,Public course",1,5,2,1,1,Several times per year,47689,1
269,Surveyor D,Public Golf Course D,2023-10-26 14:28:00,Female,36-45 years old,Technical Professional,"Public course,Member club,Resort course",5,3,4,5,5,Several times per year,18407,8
270,Surveyor E,Member Golf Club C,2023-10-26 14:29:00,Male,46-55 years old,Business Executive,Practice course,4,3,3,1,2,Once a week,20316,10
271,Surveyor D,Member Golf Club C,2023-10-26 14:30:00,Female,26-35 years old,Lawyer,"Public course,Resort course,Member club",3,4,3,2,1,Once a quarter,29838,8
272,Surveyor B,Resort Golf Course E,2023-10-26 14:31:00,Female,56-65 years old,Teacher,Public course,1,2,5,3,4,Once a week,32207,6
273,Surveyor B,Resort Golf Course E,2023-10-26 14:32:00,Male,46-55 years old,Retiree,Resort course,1,2,3,4,1,Several times per year,33402,5
274,Surveyor C,Practice Course A,2023-10-26 14:33:00,Female,36-45 years old,Technical Professional,"Member club,Practice course",4,3,2,1,5,Once a month,7430,9
275,Surveyor B,Public Golf Course D,2023-10-26 14:34:00,Female,46-55 years old,Civil Servant,"Resort course,Public course,Practice course",3,2,1,2,3,Once a week,44828,6
276,Surveyor A,Practice Course A,2023-10-26 14:35:00,Female,36-45 years old,Freelancer,"Resort course,Practice course,Member club",3,3,1,3,1,Once a quarter,7936,1
277,Surveyor E,Practice Course B,2023-10-26 14:36:00,Male,36-45 years old,Sales Person,"Resort course,Member club,Public course",5,5,1,3,3,Once a month,16864,6
278,Surveyor E,Practice Course A,2023-10-26 14:37:00,Male,26-35 years old,Freelancer,"Member club,Resort course,Public course",3,4,1,3,3,Once a week,30115,1
279,Surveyor A,Practice Course B,2023-10-26 14:38:00,Male,65+ years old,Freelancer,"Member club,Public course",3,1,3,1,1,2-3 times per month,14307,6
280,Surveyor C,Member Golf Club C,2023-10-26 14:39:00,Male,46-55 years old,Doctor,"Member club,Public course,Resort course",3,4,3,2,4,Once a month,11709,3
281,Surveyor A,Public Golf Course D,2023-10-26 14:40:00,Male,65+ years old,Freelancer,Public course,2,3,5,5,1,Once a week,34854,6
282,Surveyor A,Practice Course A,2023-10-26 14:41:00,Male,56-65 years old,Engineer,"Resort course,Member club,Practice course",5,3,3,2,2,2-3 times per month,46843,6
283,Surveyor E,Public Golf Course D,2023-10-26 14:42:00,Male,46-55 years old,Retiree,"Public course,Practice course,Member club",1,4,1,2,3,Once a week,25707,1
284,Surveyor D,Member Golf Club C,2023-10-26 14:43:00,Female,36-45 years old,Retiree,"Resort course,Public course,Practice course",4,3,4,2,5,Once a week,44384,9
285,Surveyor E,Member Golf Club C,2023-10-26 14:44:00,Male,46-55 years old,Retiree,"Practice course,Member club,Public course",1,2,4,1,3,Once a quarter,40187,8
286,Surveyor E,Member Golf Club C,2023-10-26 14:45:00,Male,18-25 years old,Engineer,Public course,5,2,2,1,5,Several times per year,6399,2
287,Surveyor B,Member Golf Club C,2023-10-26 14:46:00,Male,56-65 years old,Retiree,"Practice course,Public course",4,3,2,1,2,Several times per year,47536,2
288,Surveyor A,Resort Golf Course E,2023-10-26 14:47:00,Female,36-45 years old,Freelancer,"Public course,Member club,Practice course",5,3,3,2,2,Once a quarter,29188,5
289,Surveyor E,Resort Golf Course E,2023-10-26 14:48:00,Female,26-35 years old,Freelancer,"Public course,Practice course",3,2,4,1,2,Once a quarter,19245,10
290,Surveyor A,Member Golf Club C,2023-10-26 14:49:00,Male,36-45 years old,Civil Servant,"Practice course,Member club",4,3,1,3,1,Once a month,28371,2
291,Surveyor B,Member Golf Club C,2023-10-26 14:50:00,Female,36-45 years old,Retiree,Practice course,3,3,1,1,3,Several times per year,37286,1
292,Surveyor A,Practice Course A,2023-10-26 14:51:00,Male,65+ years old,Business Executive,Practice course,1,4,1,4,5,Once a quarter,26693,2
293,Surveyor E,Public Golf Course D,2023-10-26 14:52:00,Female,46-55 years old,Doctor,Practice course,1,1,3,1,2,Once a month,39303,5
